P1,-43.2496,  3.3636, 23.509 ,  0.0999,  5.457 , -4.0283, -7.4211,  0.    ,  0.    , -1.8468, -1.4278,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.2916,-24.2525
G6,-40.2396,  1.6464, 25.1046,  0.1276,  5.1325, -4.5059, -7.3257,  0.    ,  0.    , -1.8562, -0.7063,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8188,-21.8038
G12,-41.8158,  2.8102, 25.3128,  0.1477,  5.4074, -4.339 , -7.579 ,  0.    ,  0.    , -1.8565, -0.7057,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.223 ,-21.3948
G5,-40.9294,  3.1396, 24.2742,  0.172 ,  5.3095, -4.4249, -7.4926,  0.    ,  0.    , -1.8654, -0.6932,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.1167,-21.3933
G7,-41.1476,  2.3699, 25.4227,  0.1575,  5.3803, -4.2947, -7.4544,  0.    ,  0.    , -1.8425, -0.6972,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9538,-21.1523
G11,-42.9524,  3.4225, 24.5698,  0.1489,  5.4665, -4.2502, -7.6102,  0.    ,  0.    , -1.8498, -0.6949,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.494 ,-22.2556
G9,-41.5483,  2.4437, 25.3575,  0.1628,  5.3513, -4.2983, -7.4477,  0.    ,  0.    , -1.8455, -0.6931,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9503,-21.5672
G8,-40.4121,  1.6396, 26.3394,  0.1041,  5.1485, -4.3055, -7.5157,  0.    ,  0.    , -1.8381, -0.7031,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.7434,-20.7996
G10,-40.9658,  2.1251, 25.2676,  0.1339,  5.249 , -4.3629, -7.4059,  0.    ,  0.    , -1.8413, -0.6973,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.812 ,-21.6856
C6,-40.8555,  2.0134, 24.6147,  0.1077,  5.2094, -4.5194, -7.6205,  0.    ,  0.    , -1.8401, -0.7089,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9427,-22.6565
C4,-41.2697,  2.4911, 24.124 ,  0.1141,  5.2837, -4.5051, -7.649 ,  0.    ,  0.    , -1.8437, -0.7053,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.953 ,-23.0069
C7,-40.586 ,  1.8186, 25.2695,  0.1125,  5.1701, -4.5228, -7.5278,  0.    ,  0.    , -1.8366, -0.7109,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9672,-21.8463
B4,-43.502 ,  3.6898, 24.8412,  0.1219,  5.3119, -4.3982, -7.5009,  0.    ,  0.    , -1.8416, -0.6954,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.5406,-22.4326
B3,-43.0581,  3.1429, 24.7311,  0.191 ,  5.4877, -4.151 , -7.2132,  0.    ,  0.    , -1.8809, -0.6639,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9725,-22.4418
C5,-41.106 ,  2.0158, 24.5669,  0.1214,  5.28  , -4.4421, -7.4255,  0.    ,  0.    , -1.8384, -0.7058,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8082,-22.7256
C9,-41.106 ,  2.0158, 24.5669,  0.1214,  5.28  , -4.4421, -7.4255,  0.    ,  0.    , -1.8384, -0.7058,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8082,-22.7256
D11,-41.8744,  2.5477, 24.2766,  0.124 ,  5.2493, -4.4372, -7.5578,  0.    ,  0.    , -1.8409, -0.7007,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9717,-23.2419
E4,-40.9939,  1.8152, 25.2242,  0.1039,  5.2205, -4.4562, -7.518 ,  0.    ,  0.    , -1.8371, -0.7139,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.928 ,-22.2271
E11,-41.1802,  1.9385, 24.8878,  0.0999,  5.2534, -4.4766, -7.5397,  0.    ,  0.    , -1.8399, -0.7121,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9135,-22.6554
F5,-41.6115,  2.1511, 24.0167,  0.1046,  5.3071, -4.4558, -7.6073,  0.    ,  0.    , -1.8422, -0.7086,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8959,-23.75  
F10,-43.7543,  3.3585, 24.2   ,  0.1394,  5.3025, -4.5334, -7.5773,  0.    ,  0.    , -1.8461, -0.714 ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.3006,-24.1242
C10,-41.727 ,  2.1173, 24.8807,  0.1231,  5.3343, -4.4514, -7.4018,  0.    ,  0.    , -1.8437, -0.6983,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.808 ,-22.8588
D10,-41.9341,  2.4633, 25.4775,  0.1332,  5.3251, -4.3698, -7.5367,  0.    ,  0.    , -1.8507, -0.6921,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9187,-22.0656
E5,-41.8649,  2.3502, 25.348 ,  0.1342,  5.3606, -4.397 , -7.3917,  0.    ,  0.    , -1.846 , -0.6942,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8905,-22.1102
G1,-41.9866,  2.3033, 25.7701,  0.1327,  5.3341, -4.4022, -7.4339,  0.    ,  0.    , -1.8488, -0.6933,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.9089,-21.9157
F6,-41.7666,  2.5196, 24.1535,  0.096 ,  5.3953, -4.3657, -7.5046,  0.    ,  0.    , -1.8461, -0.7035,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.0744,-22.9475
F11,-43.7654,  3.4013, 24.1198,  0.1078,  5.4183, -4.4247, -7.5121,  0.    ,  0.    , -1.8417, -0.7041,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.3722,-23.8285
C12,-42.4637,  2.4092, 23.894 ,  0.0822,  5.2602, -4.4676, -7.3873,  0.    ,  0.    , -1.8425, -0.7189,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.1646,-24.0698
D7,-41.8224,  2.6649, 23.8387,  0.0788,  5.4017, -4.1639, -7.5549,  0.    ,  0.    , -1.8394, -0.6972,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.1112,-21.9826
D12,-42.2597,  3.299 , 23.4101,  0.0768,  5.424 , -4.2025, -7.4538,  0.    ,  0.    , -1.8455, -0.6962,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.5895,-22.6584
E7,-42.6913,  2.4755, 24.5045,  0.0847,  5.2938, -4.4183, -7.404 ,  0.    ,  0.    , -1.8443, -0.7171,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.2565,-23.4601
F1,-43.0163,  3.0784, 24.2024,  0.0936,  5.3876, -4.4106, -7.5607,  0.    ,  0.    , -1.8442, -0.7155,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.5402,-22.2451
F8,-43.2272,  3.2458, 23.5708,  0.0944,  5.3715, -4.4437, -7.5436,  0.    ,  0.    , -1.8431, -0.7169,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.5896,-22.9024
C11,-42.1874,  2.7327, 23.7743,  0.0748,  5.366 , -4.1767, -7.4097,  0.    ,  0.    , -1.8426, -0.6996,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.188 ,-23.1803
D6,-42.6115,  2.706 , 23.7796,  0.0748,  5.3554, -4.1833, -7.4782,  0.    ,  0.    , -1.8416, -0.7011,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.1827,-23.7172
E6,-42.265 ,  2.6592, 24.162 ,  0.0748,  5.3484, -4.1776, -7.4234,  0.    ,  0.    , -1.8402, -0.7023,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.1605,-23.0037
F2,-42.4736,  2.7215, 23.8969,  0.0748,  5.3533, -4.1948, -7.4119,  0.    ,  0.    , -1.8408, -0.7037,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.2015,-23.3767
F7,-42.5596,  2.7679, 23.4657,  0.0747,  5.3483, -4.1964, -7.4533,  0.    ,  0.    , -1.841 , -0.7045,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.2202,-23.8781
F12,-44.08  ,  3.5172, 23.3956,  0.0759,  5.3852, -4.2498, -7.5037,  0.    ,  0.    , -1.8441, -0.6997,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.382 ,-24.6214
D1,-41.0685,  2.0799, 25.5227,  0.1278,  5.3746, -4.3807, -7.4004,  0.    ,  0.    , -1.8442, -0.6995,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.8514,-21.437 
D8,-41.6265,  2.3459, 25.1099,  0.1069,  5.351 , -4.3673, -7.5789,  0.    ,  0.    , -1.8463, -0.7064,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.0728,-22.1389
E1,-41.8625,  2.7578, 24.4772,  0.0921,  5.3932, -4.2546, -7.6297,  0.    ,  0.    , -1.8439, -0.6981,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.1015,-22.467 
E8,-41.3855,  2.0729, 25.7395,  0.1212,  5.3139, -4.2851, -7.4427,  0.    ,  0.    , -1.8426, -0.7062,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.0456,-21.3689
E12,-41.4801,  2.2462, 25.4471,  0.0992,  5.343 , -4.3683, -7.5163,  0.    ,  0.    , -1.8434, -0.707 ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.0474,-21.7323
G2,-44.4872,  4.1078, 24.6716,  0.183 ,  5.3793, -4.5397, -7.5527,  0.    ,  0.    , -1.8485, -0.7151,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.7156,-23.086 
C3,-43.82  ,  3.8067, 23.8846,  0.0867,  5.6823, -4.3297, -7.2173,  0.    ,  0.    , -1.8528, -0.6451,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.0509,-22.3538
D3,-43.82  ,  3.8067, 23.8846,  0.0867,  5.6823, -4.3297, -7.2173,  0.    ,  0.    , -1.8528, -0.6451,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.0509,-22.3538
B9,-43.067 ,  2.8833, 25.8419,  0.1727,  5.2337, -4.4647, -7.4173,  0.    ,  0.    , -1.8446, -0.6884,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.2025,-22.1478
B12,-42.386 ,  3.0952, 24.5975,  0.4502,  5.8028, -4.2667, -7.0614,  0.    ,  0.    , -1.8754, -0.6304,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  2.7963,-19.4779
D4,-43.7304,  3.5831, 25.0924,  0.4418,  5.2259, -4.3123, -7.2589,  0.    ,  0.    , -1.8495, -0.7003,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  1.659 ,-21.8491
