G7	-0.77	0.79	0.71	-0.06	0.11	-0.02	-0.07	-0.06	1.59	0.16	-0.24	0.09	0.21	0.03	-0.12	-0.43	-0.02	0.04
G6	-1.48	1.70	-0.74	-0.06	0.11	0.04	-0.07	-0.06	1.35	0.16	0.24	0.09	0.21	0.63	-0.12	0.46	-0.02	0.04
G5	-0.46	0.74	0.26	-0.06	0.11	0.03	-0.07	-0.06	1.63	0.16	-0.19	0.09	0.21	0.27	-0.12	0.21	-0.02	0.04
G4	1.07	-0.29	-0.95	-0.06	0.11	0.16	-0.07	-0.06	-0.23	0.16	0.45	0.09	0.21	0.42	-0.12	0.09	-0.02	0.04
G3	1.47	-1.09	-0.81	-0.06	0.11	0.04	-0.07	-0.06	-1.52	0.16	0.21	0.09	0.21	0.34	-0.12	-0.23	-0.02	0.04
G2	-0.99	-0.35	0.53	4.23	-0.05	1.13	-0.60	2.83	-0.06	0.47	0.39	0.52	-1.80	1.10	-0.42	-0.10	1.12	-5.00
G1	-0.99	0.72	0.33	-0.06	0.11	-0.04	-0.07	-0.06	1.11	0.16	0.31	0.09	0.21	0.55	-0.12	-0.21	-0.02	0.04
G9	-0.74	0.42	0.61	-0.06	0.11	-0.05	-0.07	-0.06	0.51	0.16	-0.28	0.09	0.21	-0.14	-0.12	-0.48	-0.02	0.04
G8	-1.40	1.03	0.52	-0.06	0.11	-0.01	-0.07	-0.06	0.93	0.16	-0.34	0.09	0.21	0.08	-0.12	-0.71	-0.02	0.04
N6	-0.87	0.54	0.21	-0.06	0.11	0.10	-0.07	-0.06	0.38	0.16	0.24	0.09	0.21	0.18	-0.12	-0.38	-0.02	0.04
N7	-1.03	1.18	-1.36	-0.06	0.11	-0.00	-0.07	-0.06	0.08	0.16	0.38	0.09	0.21	0.60	-0.12	1.12	-0.02	0.04
B4	-0.15	0.41	-0.77	5.00	-5.00	2.83	-1.15	1.54	0.09	1.25	0.60	-1.89	-1.44	1.21	-5.00	0.51	0.81	-0.63
B5	-0.77	0.39	-0.21	-0.06	0.11	0.04	-0.07	-0.06	-0.57	0.16	-0.39	0.09	0.21	0.22	-0.12	-0.35	-0.02	0.04
B6	-0.22	-2.44	4.50	-0.06	0.11	-0.00	-0.07	-0.06	0.15	0.16	0.20	0.09	0.21	-0.69	-0.12	-0.76	-0.02	0.04
B7	1.19	-0.55	-0.15	-0.06	0.11	-0.30	-0.07	-0.06	-0.14	0.16	0.11	0.09	0.21	-0.57	-0.12	0.33	-0.02	0.04
B1	-0.88	0.65	-0.60	-0.06	0.11	-0.02	-0.07	-0.06	0.19	0.16	-0.42	0.09	0.21	1.45	-0.12	-0.01	-0.02	0.04
B2	1.07	-0.92	-0.09	-0.06	0.11	-0.05	-0.07	-0.06	0.07	0.16	1.07	0.09	0.21	0.14	-0.12	1.67	-0.02	0.04
B3	-0.10	0.20	-0.74	-0.06	0.11	0.13	-0.07	-0.06	-0.04	0.16	0.32	0.09	0.21	0.44	-0.12	1.24	-0.02	0.04
B8	1.82	-1.76	-0.40	-0.06	0.11	-0.11	-0.07	-0.06	-2.13	0.16	0.76	0.09	0.21	-0.61	-0.12	0.80	-0.02	0.04
B9	1.16	-2.81	1.01	-1.59	-5.00	1.30	1.24	-5.00	-0.43	0.44	-0.82	3.74	-4.28	2.19	5.00	-1.03	2.48	-5.00
N5	0.04	0.32	-0.50	-0.06	0.11	-0.05	-0.07	-0.06	-0.07	0.16	-0.34	0.09	0.21	0.78	-0.12	-1.57	-0.02	0.04
P10	0.33	0.35	-0.79	-0.06	0.11	0.04	-0.07	-0.06	0.77	0.16	0.05	0.09	0.21	0.32	-0.12	1.58	-0.02	0.04
P11	0.18	0.01	0.31	-1.24	-0.38	0.27	1.10	-0.23	-0.66	-1.02	0.50	0.16	1.47	-4.12	-1.14	2.61	1.95	0.32
P12	-0.42	0.03	-0.21	-0.06	0.11	0.04	-0.07	-0.06	-0.75	0.16	0.12	0.09	0.21	0.24	-0.12	-0.34	-0.02	0.04
E9	-0.34	0.14	0.59	-0.06	0.11	-0.19	-0.07	-0.06	0.30	0.16	0.58	0.09	0.21	-0.46	-0.12	-0.70	-0.02	0.04
E8	-0.99	0.70	1.09	-0.06	0.11	-0.02	-0.07	-0.06	1.78	0.16	0.19	0.09	0.21	0.08	-0.12	-0.49	-0.02	0.04
E5	-0.49	0.33	0.73	-0.06	0.11	-0.18	-0.07	-0.06	0.80	0.16	0.38	0.09	0.21	-0.36	-0.12	-0.49	-0.02	0.04
E4	-0.77	0.53	0.60	-0.06	0.11	0.00	-0.07	-0.06	0.66	0.16	-0.19	0.09	0.21	-0.21	-0.12	-0.58	-0.02	0.04
E7	-1.09	0.72	0.85	-0.06	0.11	0.02	-0.07	-0.06	1.14	0.16	-0.00	0.09	0.21	0.06	-0.12	-0.88	-0.02	0.04
E6	0.48	-0.07	0.26	-0.06	0.11	-0.22	-0.07	-0.06	0.40	0.16	0.42	0.09	0.21	-0.61	-0.12	-0.34	-0.02	0.04
E1	-0.67	0.50	0.21	-0.06	0.11	0.07	-0.07	-0.06	1.17	0.16	0.39	0.09	0.21	0.52	-0.12	0.73	-0.02	0.04
P8	-0.84	1.15	-0.66	-0.06	0.11	0.28	-0.07	-0.06	1.15	0.16	0.04	0.09	0.21	0.76	-0.12	0.44	-0.02	0.04
E3	-0.25	0.26	0.14	-0.06	0.11	0.12	-0.07	-0.06	0.63	0.16	0.42	0.09	0.21	0.24	-0.12	-0.19	-0.02	0.04
E2	0.99	-1.08	-0.17	-0.06	0.11	-0.30	-0.07	-0.06	-1.75	0.16	0.31	0.09	0.21	-0.47	-0.12	-0.29	-0.02	0.04
P2	1.28	-0.06	-0.59	-0.06	0.11	0.07	-0.07	-0.06	0.97	0.16	0.35	0.09	0.21	-0.08	-0.12	0.71	-0.02	0.04
P3	0.73	-0.03	0.22	-0.06	0.11	0.22	-0.07	-0.06	0.97	0.16	0.03	0.09	0.21	-0.25	-0.12	-0.39	-0.02	0.04
P1	1.92	-0.42	-0.10	-0.86	5.00	-5.00	2.72	2.39	0.32	-4.46	-2.27	-0.39	-3.36	-3.68	5.00	3.30	-1.51	2.93
P6	0.37	-0.13	-0.19	-0.06	0.11	0.14	-0.07	-0.06	0.85	0.16	-0.30	0.09	0.21	0.45	-0.12	2.17	-0.02	0.04
P7	1.19	-1.02	0.50	-0.06	0.11	-0.04	-0.07	-0.06	-0.43	0.16	0.11	0.09	0.21	0.52	-0.12	-2.48	-0.02	0.04
P4	1.43	-0.66	-0.20	-0.06	0.11	-0.09	-0.07	-0.06	0.45	0.16	0.21	0.09	0.21	0.01	-0.12	0.87	-0.02	0.04
P5	-0.78	1.04	-0.57	-0.06	0.11	0.07	-0.07	-0.06	0.68	0.16	-0.47	0.09	0.21	0.20	-0.12	0.68	-0.02	0.04
H10	0.83	-1.93	1.78	-0.12	-0.38	1.62	1.37	0.59	-1.17	-0.45	-3.38	0.30	-1.23	0.04	1.27	-1.83	0.38	-0.16
H11	0.60	-1.71	1.67	-0.24	0.27	1.42	1.27	0.64	-0.99	-0.52	-3.86	0.02	-1.32	0.15	1.86	-1.13	-0.03	0.09
H12	1.64	-1.91	2.88	-0.25	-2.49	2.20	-0.05	-0.58	-0.16	-0.02	-3.95	0.32	1.80	-3.49	0.11	-0.26	2.00	0.03
P9	-0.43	0.10	0.16	-0.06	0.11	0.14	-0.07	-0.06	-0.50	0.16	-0.27	0.09	0.21	-0.23	-0.12	-0.49	-0.02	0.04
F12	1.51	-0.68	-0.57	-0.06	0.11	-0.13	-0.07	-0.06	-0.44	0.16	0.67	0.09	0.21	-0.05	-0.12	-0.58	-0.02	0.04
F10	-0.82	-0.46	-0.36	-0.05	0.11	0.12	-0.14	-0.17	-2.83	0.20	-0.30	0.06	0.25	0.12	-0.04	-0.40	0.02	0.13
F11	0.06	-0.86	-0.27	-0.06	0.11	0.09	-0.07	-0.06	-2.15	0.16	-0.17	0.09	0.21	0.15	-0.12	0.25	-0.02	0.04
N12	-1.35	1.85	-1.87	-0.06	0.11	-0.18	-0.07	-0.06	0.26	0.16	0.08	0.09	0.21	0.52	-0.12	1.15	-0.02	0.04
H8	-0.97	2.07	-1.80	-0.06	0.11	-0.10	-0.07	-0.06	1.01	0.16	0.01	0.09	0.21	0.43	-0.12	0.19	-0.02	0.04
H9	-0.70	1.77	-1.75	-0.06	0.11	-0.07	-0.07	-0.06	0.90	0.16	-0.13	0.09	0.21	0.47	-0.12	0.54	-0.02	0.04
H6	-0.91	1.13	-1.95	-0.06	0.11	-0.19	-0.07	-0.06	-1.10	0.16	-0.05	0.09	0.21	0.58	-0.12	0.45	-0.02	0.04
H7	-1.02	1.84	-1.72	-0.02	0.11	-0.12	-0.05	-0.15	0.55	0.09	-0.06	0.10	0.19	0.47	-0.04	0.07	-0.05	0.08
H4	-1.21	0.58	-0.33	-0.06	0.11	-0.02	-0.07	-0.06	0.21	0.16	-0.01	0.09	0.21	1.47	-0.12	0.34	-0.02	0.04
H5	-0.92	0.94	-1.89	-0.06	0.11	-0.24	-0.07	-0.06	-1.43	0.16	0.09	0.09	0.21	0.78	-0.12	0.07	-0.02	0.04
D10	-0.45	0.98	-1.15	-0.06	0.11	0.11	-0.07	-0.06	0.72	0.16	0.26	0.09	0.21	0.51	-0.12	1.37	-0.02	0.04
D11	-0.27	0.22	-0.30	-0.06	0.11	0.05	-0.07	-0.06	-0.36	0.16	-0.25	0.09	0.21	0.03	-0.12	0.03	-0.02	0.04
D12	-0.66	0.32	-0.16	-0.06	0.11	0.06	-0.07	-0.06	-0.53	0.16	-0.28	0.09	0.21	-0.18	-0.12	0.28	-0.02	0.04
B12	2.96	-2.10	0.95	-0.06	0.11	-0.24	-0.07	-0.06	0.13	0.16	1.23	0.09	0.21	-1.10	-0.12	-0.18	-0.02	0.04
B10	0.38	-2.70	3.03	-0.06	0.11	-0.01	-0.07	-0.06	-1.14	0.16	0.12	0.09	0.21	-0.24	-0.12	0.52	-0.02	0.04
B11	1.63	-1.91	2.20	-0.06	0.11	-0.07	-0.07	-0.06	0.21	0.16	-3.40	0.09	0.21	-0.30	-0.12	0.20	-0.02	0.04
Q8	-0.05	-0.88	2.69	-0.06	0.11	-0.16	-0.07	-0.06	-1.12	0.16	-0.04	0.09	0.21	-4.07	-0.12	-1.15	-0.02	0.04
Q9	-0.27	0.49	-0.73	-0.06	0.11	-0.22	-0.07	-0.06	0.39	0.16	0.47	0.09	0.21	0.39	-0.12	1.27	-0.02	0.04
C9	-0.75	0.60	0.13	-0.06	0.11	-0.01	-0.07	-0.06	0.20	0.16	-0.18	0.09	0.21	-0.24	-0.12	-0.37	-0.02	0.04
C8	-0.46	-0.17	-0.43	1.60	-1.51	0.58	-0.61	-2.34	-1.77	1.57	0.73	0.02	-2.31	-0.74	2.73	-0.31	-2.55	5.00
Q11	1.29	-0.03	0.56	1.35	1.25	-5.00	-5.00	-0.84	0.20	-5.00	-3.12	-0.97	0.79	-2.90	1.00	1.58	4.09	-1.66
Q10	1.52	0.25	-0.77	-0.06	0.11	0.16	-0.07	-0.06	1.34	0.16	0.30	0.09	0.21	0.42	-0.12	-1.53	-0.02	0.04
Q12	1.71	-0.62	-0.02	-0.06	0.11	-0.09	-0.07	-0.06	1.28	0.16	0.24	0.09	0.21	0.02	-0.12	1.09	-0.02	0.04
C3	2.18	-1.66	0.26	-0.06	0.11	-0.23	-0.07	-0.06	-0.73	0.16	1.35	0.09	0.21	-0.73	-0.12	-0.26	-0.02	0.04
C2	2.92	-2.24	0.81	-0.06	0.11	-0.28	-0.07	-0.06	-0.44	0.16	1.21	0.09	0.21	-0.99	-0.12	-0.34	-0.02	0.04
C1	-0.31	0.38	0.78	-0.06	0.11	0.02	-0.07	-0.06	1.74	0.16	0.24	0.09	0.21	0.16	-0.12	0.01	-0.02	0.04
